purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
SUBARU,OUTBACK,2012,30001.0,1,1,120001 - 140000,F,Forties,JAPAN,Astronomers and Physicists,3
TOYOTA,PRIUS,2010,20001.0,1,1,120001 - 140000,M,Thirties,JAPAN,Computer and Information Research Scientists,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,120001 - 140000,F,Fifties,UNITED STATES,Financial Managers,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,M,Twenties,JAPAN,"Math and Computer Science Teachers, Postsecondary",3
MINI,COOPER,2011,20001.0,1,1,200001+,M,Forties,UNITED KINGDOM,Family Medicine Physicians,3
TOYOTA,PRIUS,2010,15001.0,0,1,100001 - 120000,M,Fifties,JAPAN,Miscellaneous Physical Scientists,3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,M,Forties,JAPAN,Nuclear Technicians,3
JEEP,LIBERTY,2012,15001.0,1,1,140001 - 160000,M,Forties,UNITED STATES,Architectural and Engineering Managers,3
TOYOTA,PRIUS,2011,20001.0,0,1,80001 - 100000,U,Thirties,JAPAN,Computer Systems Analysts,3
TOYOTA,PRIUS,2007,10001.0,1,1,100001 - 120000,M,Twenties,JAPAN,Sales Engineers,3
JEEP,LIBERTY,2008,15001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,Gas Compressor and Gas Pumping Station Operators,3
LEXUS,CT 200H,2011,25001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Police and Sheriff's Patrol Officers,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,60001 - 80000,U,Fifties,UNITED STATES,"Agents and Business Managers of Artists, Performers, and Athletes",3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,"First-Line Supervisors of Mechanics, Installers, and Repairers",3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Construction and Building Inspectors,3
JEEP,LIBERTY,2010,15001.0,1,1,80001 - 100000,M,Twenties,UNITED STATES,"Mining and Geological Engineers, Including Mining Safety Engineers",3
TOYOTA,YARIS,2010,10001.0,1,1,60001 - 80000,F,Fifties,JAPAN,Air Transportation Workers,3
TOYOTA,PRIUS,2012,20001.0,0,1,60001 - 80000,M,Twenties,JAPAN,Executive Secretaries and Executive Administrative Assistants,3
TOYOTA,PRIUS,2013,20001.0,1,1,60001 - 80000,M,Forties,JAPAN,"Securities, Commodities, and Financial Services Sales Agents",3
VOLKSWAGEN,GTI,2011,20001.0,1,1,100001 - 120000,M,Twenties,GERMANY,Physician Assistants,3
CHEVROLET,VOLT,2013,30001.0,0,1,80001 - 100000,M,Twenties,UNITED STATES,"Business Teachers, Postsecondary",3
MINI,COOPER,2013,20001.0,1,1,140001 - 160000,U,Fifties,UNITED KINGDOM,Architectural and Engineering Managers,3
TOYOTA,PRIUS V,2012,20001.0,1,1,60001 - 80000,F,Fifties,JAPAN,"Social Workers, All Other",3
TOYOTA,PRIUS,2008,15001.0,0,1,200001+,M,Twenties,JAPAN,Family Medicine Physicians,3
BMW,128,2009,20001.0,0,1,60001 - 80000,M,Fifties,GERMANY,Chemical Plant and System Operators,3
VOLKSWAGEN,GTI,2012,20001.0,0,1,60001 - 80000,M,Forties,GERMANY,Police Officers,3
LEXUS,CT 200H,2012,25001.0,1,1,60001 - 80000,F,Fifties,JAPAN,Budget Analysts,3
TOYOTA,PRIUS,2010,15001.0,0,1,100001 - 120000,F,Sixties,JAPAN,Nuclear Engineers,3
TOYOTA,PRIUS,2011,15001.0,1,1,140001 - 160000,M,Fifties,JAPAN,Architectural and Engineering Managers,3
SCION,XB,2011,15001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,Social and Community Service Managers,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,100001 - 120000,F,Fifties,UNITED STATES,Public Relations and Fundraising Managers,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,U,Twenties,JAPAN,Police and Sheriff's Patrol Officers,3
MINI,COOPER,2008,15001.0,1,1,100001 - 120000,M,Fifties,UNITED KINGDOM,Economists,3
VOLKSWAGEN,GTI,2013,20001.0,0,1,60001 - 80000,M,Thirties,GERMANY,Police Officers,3
TOYOTA,PRIUS,2011,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Mechanical Engineers,3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Electrical and Electronics Drafters,3
MINI,COOPER,2012,15001.0,1,1,60001 - 80000,U,Thirties,UNITED KINGDOM,Foresters,3
JEEP,LIBERTY,2010,15001.0,0,1,80001 - 100000,M,Forties,UNITED STATES,"Political Science Teachers, Postsecondary",3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,First-Line Supervisors of Law Enforcement Workers,3
TOYOTA,PRIUS,2009,15001.0,0,1,140001 - 160000,M,Fifties,JAPAN,Architectural and Engineering Managers,3
VOLKSWAGEN,GTI,2010,15001.0,1,1,60001 - 80000,F,Forties,GERMANY,Police Officers,3
TOYOTA,PRIUS,2011,20001.0,1,1,200001+,F,Fifties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
TOYOTA,PRIUS,2010,20001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Orthotists and Prosthetists,3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,F,Fifties,JAPAN,Transit and Railroad Police,3
INFINITI,FX35,2008,20001.0,1,1,100001 - 120000,F,Thirties,JAPAN,Mathematicians,3
TOYOTA,PRIUS,2011,15001.0,0,1,60001 - 80000,U,Twenties,JAPAN,Executive Secretaries and Executive Administrative Assistants,3
VOLVO,V50,2010,20001.0,0,1,100001 - 120000,M,Thirties,SWEDEN,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",3
INFINITI,FX35,2012,35001.0,1,1,60001 - 80000,F,Forties,JAPAN,Avionics Technicians,3
CHEVROLET,VOLT,2011,25001.0,1,1,100001 - 120000,M,Forties,UNITED STATES,Chemical Engineers,3
BMW,135,2010,25001.0,1,1,140001 - 160000,M,Twenties,GERMANY,Architectural and Engineering Managers,3
JEEP,LIBERTY,2008,15001.0,0,1,200001+,M,Fifties,UNITED STATES,Family Medicine Physicians,3
JEEP,LIBERTY,2011,15001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,Agricultural and Food Scientists,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,F,Thirties,JAPAN,Environmental Engineers,3
MITSUBISHI,ECLIPSE,2012,15001.0,1,1,60001 - 80000,F,Forties,JAPAN,"Securities, Commodities, and Financial Services Sales Agents",3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Market Research Analysts and Marketing Specialists,3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,F,Forties,JAPAN,"Education Administrators, All Other",3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Boilermakers,3
SUBARU,OUTBACK,2011,25001.0,1,1,80001 - 100000,M,Forties,JAPAN,"Medical Scientists, Except Epidemiologists",3
AUDI,A7,2012,55001.0,1,1,120001 - 140000,M,Forties,GERMANY,"Judges, Magistrate Judges, and Magistrates",3
BMW,135,2012,35001.0,0,1,120001 - 140000,M,Forties,GERMANY,Sales Managers,3
HONDA,FIT,2009,15001.0,1,1,80001 - 100000,M,Forties,JAPAN,Civil Engineers,3
INFINITI,FX35,2010,25001.0,0,1,60001 - 80000,F,Thirties,JAPAN,Magnetic Resonance Imaging Technologists,3
JEEP,LIBERTY,2009,15001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,Legal Occupations,3
JEEP,LIBERTY,2012,15001.0,1,1,100001 - 120000,F,Thirties,UNITED STATES,Computer Hardware Engineers,3
TOYOTA,PRIUS,2013,25001.0,1,1,140001 - 160000,F,Forties,JAPAN,Architectural and Engineering Managers,3
BMW,135,2008,20001.0,1,1,140001 - 160000,M,Twenties,GERMANY,"Dentists, General",3
BMW,128,2009,25001.0,0,1,120001 - 140000,M,Fifties,GERMANY,Aircraft Pilots and Flight Engineers,3
MINI,COOPER,2012,25001.0,1,1,200001+,M,Twenties,UNITED KINGDOM,General Internal Medicine Physicians,3
VOLKSWAGEN,GOLF,2012,20001.0,1,1,60001 - 80000,M,Twenties,GERMANY,Agricultural and Food Scientists,3
INFINITI,FX35,2007,20001.0,1,1,140001 - 160000,M,Thirties,JAPAN,Computer and Information Systems Managers,3
MINI,COOPER,2012,25001.0,0,1,60001 - 80000,F,Forties,UNITED KINGDOM,"Art, Drama, and Music Teachers, Postsecondary",3
NISSAN,CUBE,2011,10001.0,0,1,60001 - 80000,F,Twenties,JAPAN,Boilermakers,3
INFINITI,FX35,2012,35001.0,0,1,80001 - 100000,F,Fifties,JAPAN,"Forestry and Conservation Science Teachers, Postsecondary",3
JEEP,LIBERTY,2012,15001.0,1,1,100001 - 120000,M,Fifties,UNITED STATES,"Judges, Magistrates, and Other Judicial Workers",3
LEXUS,CT 200H,2012,20001.0,1,1,60001 - 80000,U,Thirties,JAPAN,"Environmental Scientists and Specialists, Including Health",3
CHEVROLET,VOLT,2012,25001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,"Engineers, All Other",3
HONDA,FIT,2011,15001.0,1,1,200001+,M,Forties,JAPAN,Family Medicine Physicians,3
JEEP,LIBERTY,2012,20001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,Aircraft Mechanics and Service Technicians,3
LEXUS,CT 200H,2011,20001.0,0,1,80001 - 100000,F,Forties,JAPAN,"Geoscientists, Except Hydrologists and Geographers",3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,1,1,80001 - 100000,M,Sixties,UNITED STATES,Statisticians,3
JEEP,LIBERTY,2010,15001.0,0,1,140001 - 160000,M,Forties,UNITED STATES,"Airline Pilots, Copilots, and Flight Engineers",3
HONDA,FIT,2010,15001.0,0,1,80001 - 100000,M,Thirties,JAPAN,"Forestry and Conservation Science Teachers, Postsecondary",3
MINI,COOPER,2012,20001.0,1,1,100001 - 120000,F,Forties,UNITED KINGDOM,"Engineering Teachers, Postsecondary",3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,Miscellaneous Computer Occupations,3
BMW,135,2011,30001.0,1,0,180001 - 200000,M,Fifties,GERMANY,Chief Executives,3
JEEP,LIBERTY,2011,15001.0,0,1,80001 - 100000,U,Forties,UNITED STATES,Legal Occupations,3
MITSUBISHI,ECLIPSE,2008,15001.0,1,1,60001 - 80000,U,Forties,JAPAN,Dietitians and Nutritionists,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,Power Distributors and Dispatchers,3
BMW,128,2011,20001.0,1,1,60001 - 80000,M,Forties,GERMANY,Agricultural and Food Scientists,3
INFINITI,FX35,2006,15001.0,0,1,60001 - 80000,M,Fifties,JAPAN,Electrical Power-Line Installers and Repairers,3
TOYOTA,MATRIX,2010,10001.0,1,1,60001 - 80000,F,Thirties,JAPAN,Respiratory Therapists,3
VOLVO,C30,2011,20001.0,1,1,120001 - 140000,F,Sixties,SWEDEN,Advertising and Promotions Managers,3
BMW,128,2008,20001.0,1,1,80001 - 100000,M,Thirties,GERMANY,Civil Engineers,3
VOLKSWAGEN,GTI,2011,20001.0,0,1,80001 - 100000,M,Fifties,GERMANY,"Biological Science Teachers, Postsecondary",3
MINI,COOPER,2012,20001.0,1,1,80001 - 100000,U,Forties,UNITED KINGDOM,"Engineers, All Other",3
INFINITI,FX35,2008,20001.0,0,1,60001 - 80000,U,Forties,JAPAN,Healthcare Practitioners and Technical Occupations,3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,F,Thirties,JAPAN,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,F,Twenties,JAPAN,Chiropractors,3
SUZUKI,SX4,2009,10001.0,1,1,100001 - 120000,M,Thirties,JAPAN,Aerospace Engineers,3
TOYOTA,YARIS,2010,10001.0,1,1,60001 - 80000,F,Thirties,JAPAN,Occupational Therapy Assistants,3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,M,Thirties,UNITED STATES,"Power Plant Operators, Distributors, and Dispatchers",3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,F,Fifties,UNITED STATES,"Physical Sciences Teachers, Postsecondary",3
TOYOTA,PRIUS,2007,15001.0,1,1,100001 - 120000,F,Thirties,JAPAN,Computer Hardware Engineers,3
AUDI,A7,2012,50001.0,1,1,200001+,F,Forties,GERMANY,General Internal Medicine Physicians,3
TOYOTA,MATRIX,2011,10001.0,1,1,60001 - 80000,F,Twenties,JAPAN,"Project Management Specialists and Business Operations Specialists, All Other",3
LEXUS,CT 200H,2011,25001.0,1,1,80001 - 100000,F,Twenties,JAPAN,Miscellaneous Computer Occupations,3
BMW,135,2011,25001.0,0,1,60001 - 80000,M,Twenties,GERMANY,"Claims Adjusters, Examiners, and Investigators",3
TOYOTA,PRIUS,2010,15001.0,1,1,140001 - 160000,M,Twenties,JAPAN,Dentists,3
JEEP,LIBERTY,2008,15001.0,1,1,200001+,F,Forties,UNITED STATES,General Internal Medicine Physicians,3
TOYOTA,PRIUS,2010,20001.0,1,0,100001 - 120000,M,Thirties,JAPAN,Top Executives,3
VOLKSWAGEN,RABBIT,2008,10001.0,1,1,140001 - 160000,M,Forties,GERMANY,Dentists,3
TOYOTA,PRIUS,2010,15001.0,1,1,200001+,F,Forties,JAPAN,General Internal Medicine Physicians,3
VOLKSWAGEN,GTI,2010,15001.0,0,1,80001 - 100000,M,Twenties,GERMANY,Physical Scientists,3
SUBARU,OUTBACK,2011,20001.0,1,1,60001 - 80000,M,Forties,JAPAN,Urban and Regional Planners,3
VOLKSWAGEN,GOLF,2011,15001.0,1,1,200001+,M,Twenties,GERMANY,Family Medicine Physicians,3
JEEP,LIBERTY,2012,20001.0,0,1,80001 - 100000,F,Twenties,UNITED STATES,Legal Occupations,3
LEXUS,CT 200H,2012,25001.0,1,1,140001 - 160000,F,Forties,JAPAN,Computer and Information Systems Managers,3
MINI,COOPER,2006,15001.0,1,1,100001 - 120000,F,Thirties,UNITED KINGDOM,"Physical Scientists, All Other",3
MINI,COOPER,2010,15001.0,0,1,100001 - 120000,M,Thirties,UNITED KINGDOM,Nurse Midwives,3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,1,1,0 - 20000,M,Fifties,UNITED STATES,Dining Room and Cafeteria Attendants and Bartender Helpers,3
MINI,COOPER,2010,15001.0,1,1,100001 - 120000,F,Thirties,UNITED KINGDOM,Aerospace Engineers,3
INFINITI,FX35,2007,15001.0,1,1,60001 - 80000,M,Forties,JAPAN,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",3
MITSUBISHI,ECLIPSE,2009,10001.0,1,1,60001 - 80000,F,Forties,JAPAN,Electrical Power-Line Installers and Repairers,3
TOYOTA,PRIUS,2010,20001.0,0,1,120001 - 140000,M,Thirties,JAPAN,Lawyers,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Gas Plant Operators,3
INFINITI,FX35,2011,35001.0,1,1,140001 - 160000,U,Fifties,JAPAN,"Dentists, All Other Specialists",3
HONDA,FIT,2012,15001.0,0,1,100001 - 120000,M,Fifties,JAPAN,Computer Hardware Engineers,3
MINI,COOPER,2011,20001.0,1,1,60001 - 80000,F,Twenties,UNITED KINGDOM,Court Reporters and Simultaneous Captioners,3
TOYOTA,PRIUS,2010,15001.0,1,1,100001 - 120000,M,Fifties,JAPAN,"Lawyers, Judges, and Related Workers",3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,Conservation Scientists and Foresters,3
TOYOTA,MATRIX,2009,10001.0,0,1,140001 - 160000,F,Fifties,JAPAN,Architectural and Engineering Managers,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,80001 - 100000,F,Sixties,UNITED STATES,Mathematical Science Occupations,3
MAZDA,MAZDA2,2012,10001.0,1,1,100001 - 120000,F,Twenties,JAPAN,Chemical Engineers,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,M,Sixties,UNITED STATES,"Agricultural Sciences Teachers, Postsecondary",3
TOYOTA,PRIUS,2011,20001.0,0,1,60001 - 80000,F,Twenties,JAPAN,Radiologic Technologists and Technicians,3
NISSAN,CUBE,2011,15001.0,0,1,80001 - 100000,F,Forties,JAPAN,Statisticians,3
JEEP,LIBERTY,2011,15001.0,0,1,80001 - 100000,M,Fifties,UNITED STATES,Architecture and Engineering Occupations,3
JEEP,LIBERTY,2012,20001.0,1,1,160001 - 180000,M,Forties,UNITED STATES,Nurse Anesthetists,3
TOYOTA,PRIUS,2009,15001.0,0,1,60001 - 80000,F,Thirties,JAPAN,"Arts, Communications, History, and Humanities Teachers, Postsecondary",3
INFINITI,FX35,2008,15001.0,0,1,60001 - 80000,F,Forties,JAPAN,Compliance Officers,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,U,Thirties,JAPAN,"Engineers, All Other",3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Forties,JAPAN,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,F,Forties,JAPAN,Engineers,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,M,Fifties,JAPAN,Market Research Analysts and Marketing Specialists,3
MINI,COOPER,2008,15001.0,1,1,100001 - 120000,F,Twenties,UNITED KINGDOM,Nurse Midwives,3
JEEP,LIBERTY,2012,20001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,"Securities, Commodities, and Financial Services Sales Agents",3
TOYOTA,PRIUS PLUG IN HYBRID,2012,25001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Budget Analysts,3
HONDA,CR-Z,2011,15001.0,1,1,60001 - 80000,M,Forties,JAPAN,"Model Makers and Patternmakers, Wood",3
KIA,SOUL,2012,15001.0,1,1,100001 - 120000,M,Thirties,SOUTH KOREA,Mathematicians,3
JEEP,LIBERTY,2011,15001.0,1,1,100001 - 120000,F,Twenties,UNITED STATES,Nuclear Engineers,3
JEEP,LIBERTY,2012,15001.0,0,1,200001+,U,Thirties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
JEEP,LIBERTY,2011,15001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,Miscellaneous Postsecondary Teachers,3
BMW,128,2012,25001.0,1,1,80001 - 100000,U,Thirties,GERMANY,Civil Engineers,3
SCION,IQ,2012,10001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,"Communications Teachers, Postsecondary",3
TOYOTA,PRIUS,2010,15001.0,0,1,180001 - 200000,M,Thirties,JAPAN,Chief Executives,3
INFINITI,FX35,2011,30001.0,1,1,140001 - 160000,M,Thirties,JAPAN,"Dentists, General",3
SUBARU,OUTBACK,2013,25001.0,1,1,200001+,M,Sixties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
BMW,128,2009,20001.0,1,1,100001 - 120000,F,Thirties,GERMANY,Computer Hardware Engineers,3
JEEP,LIBERTY,2009,10001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,"Engineering and Architecture Teachers, Postsecondary",3
TOYOTA,PRIUS,2010,15001.0,1,1,140001 - 160000,M,Thirties,JAPAN,Computer and Information Systems Managers,3
MINI,COOPER,2011,20001.0,1,1,60001 - 80000,M,Forties,UNITED KINGDOM,"Patternmakers, Wood",3
MINI,COOPER,2011,20001.0,1,1,140001 - 160000,M,Forties,UNITED KINGDOM,Dentists,3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,Respiratory Therapists,3
MINI,COOPER,2012,20001.0,1,1,100001 - 120000,M,Twenties,UNITED KINGDOM,"Software and Web Developers, Programmers, and Testers",3
TOYOTA,PRIUS,2010,20001.0,0,1,100001 - 120000,U,Forties,JAPAN,"Engineering Teachers, Postsecondary",3
BMW,128,2011,20001.0,1,1,160001 - 180000,M,Thirties,GERMANY,Nurse Anesthetists,3
SUBARU,OUTBACK,2010,20001.0,1,1,80001 - 100000,M,Forties,JAPAN,"Data Scientists and Mathematical Science Occupations, All Other",3
TOYOTA,PRIUS,2010,20001.0,1,1,140001 - 160000,M,Forties,JAPAN,Architectural and Engineering Managers,3
TOYOTA,PRIUS,2010,20001.0,1,1,200001+,M,Fifties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
JEEP,LIBERTY,2011,15001.0,0,1,200001+,F,Forties,UNITED STATES,Family Medicine Physicians,3
HONDA,FIT,2011,15001.0,0,1,100001 - 120000,M,Thirties,JAPAN,Chemical Engineers,3
JEEP,LIBERTY,2012,15001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,Instructional Coordinators,3
TOYOTA,PRIUS,2010,25001.0,1,1,100001 - 120000,M,Thirties,JAPAN,Nurse Midwives,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,Chiropractors,3
LEXUS,CT 200H,2012,30001.0,1,0,200001+,M,Forties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
INFINITI,FX35,2012,30001.0,1,1,140001 - 160000,F,Fifties,JAPAN,Architectural and Engineering Managers,3
INFINITI,FX35,2006,20001.0,1,1,100001 - 120000,M,Fifties,JAPAN,Miscellaneous Physical Scientists,3
INFINITI,FX35,2009,25001.0,1,1,100001 - 120000,F,Thirties,JAPAN,Human Resources Managers,3
TOYOTA,PRIUS,2012,20001.0,1,1,200001+,M,Forties,JAPAN,General Internal Medicine Physicians,3
TOYOTA,PRIUS C,2013,20001.0,1,1,80001 - 100000,F,Forties,JAPAN,Mechanical Engineers,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,0 - 20000,M,Fifties,UNITED STATES,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,200001+,M,Forties,UNITED STATES,General Internal Medicine Physicians,3
JEEP,LIBERTY,2011,15001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,Mathematical Science Occupations,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,Railroad Conductors and Yardmasters,3
MINI,COOPER,2011,25001.0,1,1,60001 - 80000,M,Sixties,UNITED KINGDOM,"Criminal Justice and Law Enforcement Teachers, Postsecondary",3
VOLKSWAGEN,GTI,2013,20001.0,1,1,80001 - 100000,M,Fifties,GERMANY,"Physics Teachers, Postsecondary",3
SUBARU,OUTBACK,2012,20001.0,1,1,80001 - 100000,M,Forties,JAPAN,"Physical Sciences Teachers, Postsecondary",3
CHEVROLET,VOLT,2012,25001.0,0,1,80001 - 100000,F,Thirties,UNITED STATES,Civil Engineers,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,F,Forties,JAPAN,Fire Inspectors,3
HONDA,CR-Z,2011,15001.0,1,1,100001 - 120000,M,Sixties,JAPAN,Management Occupations,3
TOYOTA,PRIUS,2010,20001.0,0,1,60001 - 80000,F,Forties,JAPAN,Dietitians and Nutritionists,3
BMW,128,2008,20001.0,0,1,140001 - 160000,M,Thirties,GERMANY,Architectural and Engineering Managers,3
INFINITI,FX50,2011,45001.0,0,1,140001 - 160000,M,Forties,JAPAN,Dentists,3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,U,Forties,UNITED STATES,Civil Engineers,3
TOYOTA,PRIUS,2010,15001.0,0,1,100001 - 120000,M,Thirties,JAPAN,Actuaries,3
TOYOTA,PRIUS,2010,20001.0,1,1,120001 - 140000,M,Thirties,JAPAN,Financial Managers,3
INFINITI,FX35,2008,20001.0,1,1,60001 - 80000,F,Fifties,JAPAN,Emergency Management Directors,3
MITSUBISHI,ECLIPSE,2012,15001.0,0,1,80001 - 100000,M,Twenties,JAPAN,"Agricultural Sciences Teachers, Postsecondary",3
VOLKSWAGEN,GOLF,2013,15001.0,0,1,80001 - 100000,F,Fifties,GERMANY,Veterinarians,3
BMW,128,2009,20001.0,0,1,160001 - 180000,F,Fifties,GERMANY,Nurse Anesthetists,3
JEEP,LIBERTY,2012,15001.0,1,1,140001 - 160000,F,Forties,UNITED STATES,Dentists,3
VOLVO,C30,2013,25001.0,1,1,100001 - 120000,M,Unknown,SWEDEN,General and Operations Managers,3
JEEP,LIBERTY,2010,15001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,"Arbitrators, Mediators, and Conciliators",3
LEXUS,CT 200H,2011,25001.0,0,1,60001 - 80000,F,Thirties,JAPAN,"Makeup Artists, Theatrical and Performance",3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,F,Thirties,JAPAN,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3
TOYOTA,PRIUS,2013,25001.0,0,1,120001 - 140000,M,Forties,JAPAN,Podiatrists,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,60001 - 80000,F,Twenties,UNITED STATES,Electrical and Electronics Drafters,3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Instructional Coordinators,3
MINI,COOPER,2012,25001.0,1,1,200001+,M,Forties,UNITED KINGDOM,Family Medicine Physicians,3
TOYOTA,PRIUS,2010,20001.0,0,1,80001 - 100000,F,Fifties,JAPAN,Materials Engineers,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,80001 - 100000,M,Twenties,UNITED STATES,"Data Scientists and Mathematical Science Occupations, All Other",3
SUBARU,OUTBACK,2012,20001.0,1,0,100001 - 120000,F,Thirties,JAPAN,Computer Hardware Engineers,3
SUBARU,OUTBACK,2011,25001.0,1,1,100001 - 120000,F,Forties,JAPAN,Physician Assistants,3
VOLKSWAGEN,GTI,2012,20001.0,0,1,140001 - 160000,F,Forties,GERMANY,Computer and Information Systems Managers,3
TOYOTA,PRIUS,2008,15001.0,1,1,80001 - 100000,M,Fifties,JAPAN,Commercial Pilots,3
MITSUBISHI,ECLIPSE,2012,15001.0,0,1,60001 - 80000,F,Fifties,JAPAN,"Arbitrators, Mediators, and Conciliators",3
TOYOTA,YARIS,2012,10001.0,0,1,100001 - 120000,M,Twenties,JAPAN,"Lawyers, Judges, and Related Workers",3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,M,Thirties,JAPAN,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3
INFINITI,FX35,2012,35001.0,1,1,200001+,F,Forties,JAPAN,General Internal Medicine Physicians,3
